country,n_beers,avg_abv,max_abv_beer,max_abv_brewery,max_abv,best_beer,best_brewery,best_beer_score,popular_beer,popular_brewery,popularity,n_beers_IPA,avg_abv_IPA,max_abv_beer_IPA,max_abv_brewery_IPA,max_abv_IPA,best_beer_IPA,best_brewery_IPA,best_beer_score_IPA,popular_beer_IPA,popular_brewery_IPA,popularity_IPA,n_beers_Lager,avg_abv_Lager,max_abv_beer_Lager,max_abv_brewery_Lager,max_abv_Lager,best_beer_Lager,best_brewery_Lager,best_beer_score_Lager,popular_beer_Lager,popular_brewery_Lager,popularity_Lager,n_beers_Ale,avg_abv_Ale,max_abv_beer_Ale,max_abv_brewery_Ale,max_abv_Ale,best_beer_Ale,best_brewery_Ale,best_beer_score_Ale,popular_beer_Ale,popular_brewery_Ale,popularity_Ale,n_beers_Stout,avg_abv_Stout,max_abv_beer_Stout,max_abv_brewery_Stout,max_abv_Stout,best_beer_Stout,best_brewery_Stout,best_beer_score_Stout,popular_beer_Stout,popular_brewery_Stout,popularity_Stout,n_beers_Pilsner,avg_abv_Pilsner,max_abv_beer_Pilsner,max_abv_brewery_Pilsner,max_abv_Pilsner,best_beer_Pilsner,best_brewery_Pilsner,best_beer_score_Pilsner,popular_beer_Pilsner,popular_brewery_Pilsner,popularity_Pilsner,n_beers_Porter,avg_abv_Porter,max_abv_beer_Porter,max_abv_brewery_Porter,max_abv_Porter,best_beer_Porter,best_brewery_Porter,best_beer_score_Porter,popular_beer_Porter,popular_brewery_Porter,popularity_Porter,n_beers_Fruit,avg_abv_Fruit,max_abv_beer_Fruit,max_abv_brewery_Fruit,max_abv_Fruit,best_beer_Fruit,best_brewery_Fruit,best_beer_score_Fruit,popular_beer_Fruit,popular_brewery_Fruit,popularity_Fruit,n_beers_Roggenbier,avg_abv_Roggenbier,max_abv_beer_Roggenbier,max_abv_brewery_Roggenbier,max_abv_Roggenbier,best_beer_Roggenbier,best_brewery_Roggenbier,best_beer_score_Roggenbier,popular_beer_Roggenbier,popular_brewery_Roggenbier,popularity_Roggenbier,n_beers_Herb,avg_abv_Herb,max_abv_beer_Herb,max_abv_brewery_Herb,max_abv_Herb,best_beer_Herb,best_brewery_Herb,best_beer_score_Herb,popular_beer_Herb,popular_brewery_Herb,popularity_Herb,n_beers_Smoke,avg_abv_Smoke,max_abv_beer_Smoke,max_abv_brewery_Smoke,max_abv_Smoke,best_beer_Smoke,best_brewery_Smoke,best_beer_score_Smoke,popular_beer_Smoke,popular_brewery_Smoke,popularity_Smoke,n_beers_Barleywine,avg_abv_Barleywine,max_abv_beer_Barleywine,max_abv_brewery_Barleywine,max_abv_Barleywine,best_beer_Barleywine,best_brewery_Barleywine,best_beer_score_Barleywine,popular_beer_Barleywine,popular_brewery_Barleywine,popularity_Barleywine
DE,6156.0,5.545760233918179,Schorschbräu Schorschbock 57%,Schorschbräu,57.5,Eszett Geuze,Braustelle,4.429729729729731,Weihenstephaner Hefeweissbier,Bayerische Staatsbrauerei Weihenstephan,8669.0,294.0,6.921598639455777,Häffner Hopfenstopfer Amarillo Strong Ale,Hotel-Gasthof Häffner Bräu,10.3,Backbone Splitter,Hanscraft & Co. GmbH,3.999761904761905,Progusta,BraufactuM - Die Internationale Brau-Manufacturen GmbH,100.0,515.0,5.15320388349515,Darguner Bear Beer (Extra Strong),Darguner Brauerei GmbH,12.0,Kloster Kreuzberg Dunkel,Kloster Kreuzberg,4.359,Warsteiner Premium Dunkel,Warsteiner Brauerei,1618.0,401.0,5.769700748129675,Barrel 1,BraufactuM - Die Internationale Brau-Manufacturen GmbH,11.5,Geisterzug Gose Rhubarb,Freigeist Bierkultur,4.060344827586207,Leipziger Gose,Gasthaus & Gosebrauerei Bayerischer Bahnhof,1005.0,115.0,8.333652173913043,Black Out Rum BA,Braustelle,14.0,Roundhouse Kick,CREW Republic Brewery GmbH,4.008235294117648,Roundhouse Kick,CREW Republic Brewery GmbH,66.0,779.0,4.919383825417231,Rhöner Imperial Pilsner,Pax Bräu,8.5,Ayinger Bavarian Pils,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,4.077999999999999,Beck's,Brauerei Beck & Co.,2223.0,72.0,6.569444444444446,Smook In De Piep,Buddelship Brauerei GmbH,9.6,"Stone / Maui ""Aloha! Berlin""",Stone Brewing - Berlin,4.0125714285714285,Porticus,Gasthaus & Gosebrauerei Bayerischer Bahnhof,76.0,137.0,3.2605839416058395,Methusalem Johannisburger,The Monarchy,10.0,Methusalem Johannisburger,The Monarchy,3.7292857142857145,Warsteiner Grapefruit,Warsteiner Brauerei,38.0,29.0,5.651724137931034,Roggenbock,Eittinger Fischerbräu,10.0,Wolnzacher Roggenbier,Wolnzacher Bürgerbraü AG,3.8634375000000003,Wolnzacher Roggenbier,Wolnzacher Bürgerbraü AG,62.0,46.0,5.884782608695653,Katerfrühstück Vanilla Stout,Schoppe Bräu,12.0,13th Century Grut Bier,Professor Fritz Briem,3.8295033112582817,13th Century Grut Bier,Professor Fritz Briem,300.0,26.0,6.388461538461538,Affumicator,Beck Bräu OHG,9.6,Grodziskie,Professor Fritz Briem,3.735384615384616,Grodziskie,Professor Fritz Briem,167.0,14.0,10.349999999999998,Arrique,BraufactuM - Die Internationale Brau-Manufacturen GmbH,13.5,Faust Brauerreserve 1237,Brauhaus Faust-Miltenberger,3.87,Crew X 2.1,CREW Republic Brewery GmbH,17.0
BE,5107.0,7.157908752692398,C-DOS Cuvée Delphine On Steroids Aka Pablo Eiscobar,De Struise Brouwers,40.0,Armand'4 Oude Geuze Lente (Spring),Brouwerij 3 Fonteinen,4.724095238095238,Abt 12,Brouwerij St. Bernardus NV,9833.0,299.0,6.806956521739128,Kill & Destroy IPA,De Struise Brouwers,16.0,Duvel Tripel Hop 2012 (Citra Hops),Brouwerij Duvel Moortgat NV,4.287172413793102,Houblon Chouffe Dobbelen IPA Tripel,Brasserie d'Achouffe,2790.0,128.0,5.37890625,Gordon Finest Titanium,John Martin's (John Martin SA),14.0,De Koninck Anno 1833,Brouwerij De Koninck NV,3.5214285714285714,Stella Artois,Stella Artois,5560.0,2142.0,7.390765639589172,Angelo Pure,De Proefbrouwerij (bvba Andelot),16.0,Rodenbach Caractère Rouge,Brouwerij Rodenbach N.V.,4.46433838051349,Duvel Belgian Golden Ale,Brouwerij Duvel Moortgat NV,8101.0,234.0,10.039914529914526,C-DOS Cuvée Delphine On Steroids Aka Pablo Eiscobar,De Struise Brouwers,40.0,Black Damnation V - Double Black,De Struise Brouwers,4.395469613259668,Black Albert,De Struise Brouwers,1800.0,68.0,5.341176470588235,Black Magic,De Struise Brouwers,17.0,Imperialist,De Struise Brouwers,3.664090909090909,Bavik Super Pils,De Brabandere,402.0,45.0,6.6866666666666665,Imperial Porter Aged On Calvados Barrel,Brouwerij 't Gaverhopke,10.5,Viven Porter / Viven Smoked Porter,Brouwerij Van Viven,3.90344262295082,Zwet.Be,Brouwerij 3 Fonteinen,549.0,452.0,5.187411504424782,Chardonnay Lambic,Bokkereyder,12.5,Cantillon Fou' Foune,Brasserie Cantillon,4.649276832460729,Cantillon Fou' Foune,Brasserie Cantillon,3054.0,7.0,6.757142857142857,3 Op Een Rye,Dok Brewing Company,13.5,Zwaluw,Siphon Brewing,3.354,Senne / Le Trou Du Diable Schieve Tabarnak #4,Brasserie de la Senne,4.0,53.0,7.049056603773585,Gordon XplosioN Gin Spices,John Martin's (John Martin SA),11.0,Posca Rustica,Brasserie Dupont sprl,4.0046,Posca Rustica,Brasserie Dupont sprl,248.0,19.0,7.042105263157896,Alvinne / Insight - Sour'ire de Mortagne Oak Smoked Peaches,Picobrouwerij Alvinne,11.0,Viven Porter / Viven Smoked Porter,Brouwerij Van Viven,3.90344262295082,Viven Porter / Viven Smoked Porter,Brouwerij Van Viven,181.0,29.0,11.982758620689655,Kamikaze,De Struise Brouwers,17.0,Struise / Hair Of The Dog Lions Claws,De Struise Brouwers,3.8687500000000004,L'Ensemble,Brouwerij De Dochter van de Korenaar,35.0
BR,1629.0,6.110061387354209,ISWT (In Strawberry We Trust),Quatro Graus,18.0,Bodebrown / Stone Cacau IPA,Cervejaria Bodebrown Ltda.,4.054054054054054,Xingu Black Beer,Cervejaria Kaiser,1382.0,264.0,6.97806818181818,Maniacs IPA 12,Maniacs Brewing Co.,12.0,Bodebrown / Stone Cacau IPA,Cervejaria Bodebrown Ltda.,4.054054054054054,Colorado Vixnu,Cervejaria Colorado,158.0,233.0,4.920472103004291,DoppelFalsch,Quatro Graus,10.5,Bierland Vienna,Bierland,3.711666666666667,Brahma,Companhia Cervejaria Brahma,257.0,373.0,5.877640750670244,Double Perigosa - Wood Aged Series Cabernet Sauvignon,Cervejaria Bodebrown Ltda.,15.1,HI-5 Black IPA,2cabeças,3.926153846153846,Colorado Berthô,Cervejaria Colorado,88.0,120.0,8.677916666666667,ISWT (In Strawberry We Trust),Quatro Graus,18.0,Petroleum,DUM Cervejaria,4.0048,Colorado Ithaca / Guanabara,Cervejaria Colorado,176.0,121.0,4.94628099173554,Supersized,Quatro Graus,10.0,Wäls Pilsen,Cervejaria Wäls,3.672857142857143,Palma Louca Pale Pilsner,Cervejaria Kaiser,267.0,42.0,6.666666666666667,Avelã Frapê,Cervejaria Tupiniquim,12.0,Modern Dogma,Cervejaria Dogma,3.7199999999999998,Colorado Demoiselle,Cervejaria Colorado,37.0,31.0,4.983870967741937,Insana Coffee IPA,Cervejaria Insana,6.8,Bacuri Forest,Cervejaria Amazônia Ltda.,3.559473684210526,Bacuri Forest,Cervejaria Amazônia Ltda.,17.0,7.0,5.985714285714286,803 - Black Rye IPA,Perro Libre,7.4,Rye Pale Ale (Collaboration Odell-Bodebrown),Cervejaria Bodebrown Ltda.,3.3083333333333336,Rye Pale Ale (Collaboration Odell-Bodebrown),Cervejaria Bodebrown Ltda.,4.0,6.0,5.8500000000000005,Sauber Ginger,Sauber Beer,8.0,Invicta Damiana,Cervejaria Invicta,3.54125,DaDo Bier Ilex,Cervejaria DaDo Bier,9.0,9.0,5.400000000000001,Smoke On The Water,Cervejaria Küd,6.7,Dama Bier Smoked Porter,Dama Bier,3.285,Chicago Blues Robust Smoked Porter,Gaudenbier Cervejaria Curitiba Ltda.,5.0,33.0,10.515151515151516,Triple Wood Aged,Cervejaria Way,15.5,Baden Baden Red Ale Especial,Cervejaria Baden Baden,3.699574468085107,Baden Baden Red Ale Especial,Cervejaria Baden Baden,45.0
GB,15110.0,5.4452442091330155,Snake Venom,Brewmeister,67.5,Thomas Hardy's Ale (1968-1999),Hanlons Brewery,4.417909090909094,Oatmeal Stout,Samuel Smith Old Brewery (Tadcaster),6799.0,2669.0,6.31704758336459,Sink The Bismarck!,BrewDog,41.0,NW DIPA Citra,Cloudwater Brew Co.,4.170000000000001,Punk IPA,BrewDog,1958.0,278.0,4.9830935251798545,Mr Squirrel,BrewDog,11.3,Kill Your Darlings,Thornbridge Brewery,3.9570370370370376,Pure Brewed Organic Lager Beer,Samuel Smith Old Brewery (Tadcaster),1099.0,5805.0,5.000863049095602,Ghost Deer,BrewDog,28.0,Thomas Hardy's Ale (1968-1999),Hanlons Brewery,4.417909090909094,Nut Brown Ale,Samuel Smith Old Brewery (Tadcaster),3984.0,1306.0,7.073568147013778,Tactical Nuclear Penguin,BrewDog,32.0,Buxton / Omnipollo - Yellow Belly,Buxton Brewery,4.365121495327098,Oatmeal Stout,Samuel Smith Old Brewery (Tadcaster),6799.0,151.0,5.004172185430463,DIPL,Cloudwater Brew Co.,9.0,DIPL,Cloudwater Brew Co.,3.915833333333334,77 Lager,BrewDog,106.0,800.0,5.925124999999998,Sheltered Spirit,Siren Craft Brew,14.0,Buxton / Omnipollo - Original Maple Truffle Ice Cream Waffle,Buxton Brewery,4.306842105263157,Taddy Porter,Samuel Smith Old Brewery (Tadcaster),3154.0,183.0,5.053005464480875,Barrel Aged Yadokai,The Wild Beer Co.,13.0,Organic Apricot Ale,Samuel Smith Old Brewery (Tadcaster),3.88267942583732,Wells Banana Bread Beer,Wells & Young's Ltd,3146.0,88.0,5.388636363636365,Barrel-Aged Albino Squid Assassin,BrewDog,9.2,Albino Squid Assassin,BrewDog,3.882564102564104,O'Hanlons Organic Rye,Hanlons Brewery,53.0,125.0,5.0464,Fraoch 20th Anniversary Ale,Williams Brothers Brewing Company,11.0,Fraoch 20th Anniversary Ale,Williams Brothers Brewing Company,4.043026315789473,Fraoch Heather Ale,Williams Brothers Brewing Company,1168.0,52.0,5.353461538461537,Brewdog / Beavertown Catherine's Pony,BrewDog,8.8,Smog Rocket,Beavertown Brewery,3.8742156862745105,Smog Rocket,Beavertown Brewery,100.0,164.0,10.268902439024396,Snake Venom,Brewmeister,67.5,Harvest Ale (Limited Edition),J.W. Lees & Co (Brewers) Ltd,4.234459459459459,Harvest Ale (Limited Edition),J.W. Lees & Co (Brewers) Ltd,1552.0
ES,2116.0,6.248052930056707,"Dawat 18,41",Cerveza Dawat,18.41,Black Block,La Pirata Cervesa Artesana,4.0808333333333335,Estrella Damm,Damm S. A.,743.0,447.0,6.596196868008947,The Nuclear Mutant Beast Versus The Giant Reptilian From Hell,Yria Cerveza Artesanal,14.0,Soup IPA,Garage Beer Co.,4.029999999999999,Cervesa Del Montseny + Lupulus,Companyia Cervesera del Montseny,50.0,177.0,5.476836158192092,Vitalsberg Original Lager Beer,Proex Brewing Co.,12.0,Hanami,Nómada Brewing Company,3.7133333333333334,Estrella Damm,Damm S. A.,743.0,686.0,5.686720116618078,In Peccatum / Malte Inverno,Cervezas Keltius,15.0,Naparbier Back In Black,Naparbier Sdad. Coop.,3.9459259259259256,Guineu Riner,Ca l'Arenys / Cervesa Guineu,68.0,194.0,8.72201030927835,Solera,Nómada Brewing Company,16.0,Black Block,La Pirata Cervesa Artesana,4.0808333333333335,Pumpkin Tzar,Naparbier Sdad. Coop.,62.0,68.0,5.264705882352942,IMPERIALpils,Cervezas Deva,7.8,Aotearoa,Naparbier Sdad. Coop.,3.9423076923076916,Cruzcampo Pilsener,Grupo Cruzcampo SA,99.0,75.0,7.081466666666668,Gift To Gaspar Barrel Aged,Edge Brewing,12.1,Nómada / To Øl Battle Royal,Nómada Brewing Company,3.9037499999999996,Royal Porter A La Taza,Nómada Brewing Company,46.0,55.0,4.783454545454546,Popaire Treumal,Popaire,9.0,Sweet-Sour Red Series 2014,BIIR Barcelona Craft Beer,3.46375,Damm Lemon,Damm S. A.,32.0,17.0,6.403529411764705,LSB 2017,Laugar Brewery S.L.,11.5,Taronja HoRyezon,Edge Brewing,3.3083333333333336,Taronja HoRyezon,Edge Brewing,10.0,39.0,5.797435897435899,La Quince / Guineu Old Xmas Ale,La Quince Brewing Company,8.5,La Socarrada,La Socarrada Cervesa Artesanal De Xativa,3.816666666666667,La Socarrada,La Socarrada Cervesa Artesanal De Xativa,136.0,11.0,7.136363636363635,DeDues Tocatta,Cerveses DeDues S.L.,11.0,DeDues Tocatta,Cerveses DeDues S.L.,3.7439999999999998,DeDues Tocatta,Cerveses DeDues S.L.,18.0,25.0,10.684,La Quince / Guineu - Black Barley,La Quince Brewing Company,14.0,Sweet Dreams,La Quince Brewing Company,3.6244444444444444,Sagra Bohío,Daviyun (Cerveza SAGRA),26.0
RU,2661.0,5.8826568959038115,EXP1,Jaws Brewery,26.0,Redrum IPA 2nd Edition,AF Brew,4.144375,Baltika #6 Porter,Baltika Breweries,966.0,383.0,7.122402088772848,2 Out Side Vymorozhennyy,Plan B Brewery,16.0,Redrum IPA 2nd Edition,AF Brew,4.144375,Atomnaya Prachechnaya,Jaws Brewery,27.0,859.0,4.841327124563443,Gubernatorskoye,Irkutskpisheprom,9.4,Ochakovo Premium Black Light,Ochakovo,3.681666666666667,Baltika #9 Extra (Strong),Baltika Breweries,696.0,411.0,5.963868613138687,Peated Wee Heavy Icebock BA Jack Daniels,Salden's Brewery,13.0,American Pale Ale,Jaws Brewery,3.9854054054054058,American Pale Ale,Jaws Brewery,35.0,236.0,8.518389830508474,EXP2,Jaws Brewery,19.5,Ivan Kozhedub (IVAN),Victory Art Brew,3.9486956521739134,Baltika Brew Collection - Russian Imperial Stout,Baltika Breweries,114.0,129.0,4.711627906976745,Triple IPL (India Pale Lager),Salden's Brewery,11.0,Khamovniki Pilzenskoe,Moskovskaya Pivovarennaya Kompaniya,3.4795833333333337,Zatecky Gus,Baltika Breweries,45.0,82.0,7.695121951219513,Imperial Porter Aged In Bourbon Barrels,Salden's Brewery,13.0,Zimnyaya Myelankholiya (Winter Melancholy),AF Brew,3.9219999999999997,Baltika #6 Porter,Baltika Breweries,966.0,41.0,5.258536585365854,Yakuza,HopHead Craft Brewery,9.0,Redneck Ale,AF Brew,3.4883333333333333,Chekhov,Vasileostrovskaya Brewery (Василеостровская Пивоварня),8.0,16.0,6.062500000000001,Royal Rye Wine,Baltika Breweries,9.5,Borodinskoye Rzhanoye,Velka Morava,3.306,Sibirskaya Korona Amurskiy Nrav. Rzhanoy El,OJSC «SUN InBev»,6.0,27.0,5.62962962962963,Pryanik Stout 7.0 Edition,Salden's Brewery,8.2,Hans And Gruit Ale,Victory Art Brew,3.533333333333333,Red Maniac,Bakunin Beer Cafe & Boutique,5.0,13.0,6.138461538461538,Dich (Дичь),Victory Art Brew,8.0,Smoked Porter,Victory Art Brew,3.4822222222222226,Smoked Porter,Victory Art Brew,7.0,21.0,11.657142857142858,English Barleywine Aged In Jack Daniels Barrels Batch #2,Salden's Brewery,15.5,Tetrahymena,XP Brew,3.5759999999999996,Tetrahymena,XP Brew,3.0
IE,993.0,5.573423967774421,The Devil's Half Acre,The Porterhouse Brewing Company,13.5,Barrel Aged Celebration Stout,The Porterhouse Brewing Company,4.228,Guinness Draught,Guinness Ltd.,8013.0,207.0,6.101304347826084,Change Of The Guard,Galway Bay Brewery,11.5,Of Foam And Fury,Galway Bay Brewery,4.193571428571428,Guinness Nitro IPA,Guinness Ltd.,826.0,42.0,4.661904761904763,Harp Strong,Guinness Ltd.,6.2,McGargles Fancy Frank’s Lager,Rye River Brewing Company,3.5209090909090905,Harp Lager,Guinness Ltd.,2639.0,379.0,5.114353562005275,The Devil's Half Acre,The Porterhouse Brewing Company,13.5,The Devil's Half Acre,The Porterhouse Brewing Company,4.03,Smithwick's Imported Premium Irish Ale,Guinness Ltd.,2990.0,141.0,6.27730496453901,Lough Gill/Thin Man/Industrial Arts-No Track Suits,Lough Gill Brewing Company,12.0,Barrel Aged Celebration Stout,The Porterhouse Brewing Company,4.228,Guinness Draught,Guinness Ltd.,8013.0,28.0,4.680357142857142,No Sweat US Lager - Pilot Series,Galway Bay Brewery,5.8,Nomad Indian Pale Lager,Eight Degrees Brewing,3.5187500000000003,Barefoot Bohemian Pilsner Lager,Eight Degrees Brewing,20.0,40.0,5.6775,The Rebel Stout Series #3 - Imperial Chocolate Cherry Porter,Lough Gill Brewing Company,10.0,Dark Arts,Trouble Brewing,3.8240540540540535,West Indies Porter,Guinness Ltd.,249.0,13.0,4.676923076923077,Mandarin Crush,Trouble Brewing,5.7,Mandarin Crush,Trouble Brewing,3.5200000000000005,The Puca,The White Hag Irish Brewing Company,6.0,17.0,6.041176470588234,Howrye,Brown Paper Bag Project,10.0,Single Hop Series: Simcoe Rye Ale,Eight Degrees Brewing,3.81,Guinness Rye Pale Ale,Guinness Ltd.,207.0,5.0,5.6,Beann Gulban Irish Heather Ale,The White Hag Irish Brewing Company,7.5,Dark Fiery Porter,Blackstairs Brewing Company,3.6525,Beann Gulban Irish Heather Ale,The White Hag Irish Brewing Company,20.0,2.0,4.6,Shmoake,Brown Paper Bag Project,4.7,Shmoake,Brown Paper Bag Project,3.2400000000000007,Shmoake,Brown Paper Bag Project,3.0,12.0,10.05,Harmonic Convergence,Galway Bay Brewery,12.0,Harmonic Convergence,Galway Bay Brewery,3.9375,Louder,The Porterhouse Brewing Company,15.0
DK,3058.0,7.1568737737083055,Black Fist,Mikkeller ApS,26.1,Beer Geek Vanilla Shake - Bourbon Barrel-Aged,Mikkeller ApS,4.578192771084338,Beer Geek Brunch Weasel,Mikkeller ApS,2925.0,469.0,6.9692324093816636,X Big Tony,Mikkeller ApS,15.0,Amager / Arizona Wilderness Arizona Beast,Amager Bryghus,4.225217391304347,1000 IBU,Mikkeller ApS,785.0,266.0,5.41240601503759,Harboe Extra Strong 12%,Harboes Bryggeri A/S,12.0,American Dream,Mikkeller ApS,3.9197959183673463,Carlsberg Beer,Carlsberg Danmark A/S,1667.0,772.0,6.594170984455957,Vikingernes Mjød,Dansk Mjød A/S,19.0,Santa's Little Helper 2012 Cognac Barrel,Mikkeller ApS,4.210645161290324,Mikkeller / Three Floyds - Boogoop,Mikkeller ApS,620.0,435.0,9.971195402298841,Black Fist,Mikkeller ApS,26.1,Beer Geek Vanilla Shake - Bourbon Barrel-Aged,Mikkeller ApS,4.578192771084338,Beer Geek Brunch Weasel,Mikkeller ApS,2925.0,102.0,5.209411764705884,Hop Burn Low,Mikkeller ApS,10.0,Draft Bear,Mikkeller ApS,3.9768571428571415,Draft Bear,Mikkeller ApS,243.0,136.0,7.850000000000001,Essentia Bina,Beer Here,16.0,Ølfabrikken Porter,Ølfabrikken,4.304048913043478,Texas Ranger (Chipotle Porter),Mikkeller ApS,432.0,139.0,7.145323741007194,Viking Blod,Dansk Mjød A/S,19.0,Spontantripleblueberry,Mikkeller ApS,4.134444444444445,Spontanframboos,Mikkeller ApS,366.0,10.0,6.44,Nordic Rye Ale,Beer Here,8.0,Nordic Rye Ale,Beer Here,3.985595238095238,Nordic Rye Ale,Beer Here,82.0,55.0,5.914545454545456,Oaked Aged Cranberry Bastard,Hornbeer,8.2,Old Odense,Nørrebro Bryghus,3.9823880597014933,Mexas Ranger,Mikkeller ApS,217.0,20.0,7.365,To Øl / Buxton Smoke On The Porter,To Øl,13.4,"Smoke On The Porter, Fire In The Rye",To Øl,3.882,"Smoke On The Porter, Fire In The Rye",To Øl,18.0,98.0,12.309897959183674,FramBiig,Mikkeller ApS,20.0,Little Korkny Ale (Cognac Barrel),Nørrebro Bryghus,4.24125,Big Worse,Mikkeller ApS,425.0
FI,627.0,5.499059011164261,Bourbon Barrel Aged Imperial Stout,Pyynikin Käsityöläispanimo,13.0,Sinebrychoff Porter,Oy Sinebrychoff Ab,4.156100342075265,Sinebrychoff Porter,Oy Sinebrychoff Ab,875.0,69.0,6.129855072463767,Juicy Lucy IIIPA,Cool Head Brew,10.0,Tree Hugging Wood Chopping Mother Loving IPA,The Flying Dutchman Nomad Brewing Company,3.616666666666667,Tree Hugging Wood Chopping Mother Loving IPA,The Flying Dutchman Nomad Brewing Company,10.0,142.0,4.989436619718313,Bryggeri Vuosi Sata,Bryggeri Helsinki,10.0,Stadin American Lager,Stadin Panimo,3.56125,Lapin Kulta Premium Lager,Hartwall Helsinki Panimo,50.0,132.0,5.2613636363636385,Grand Cru Brune Paques,Stadin Panimo,9.0,Mufloni Säppi APA,Panimoravintola Beer Hunter's,3.512857142857143,Teerenpeli Hippaheikki,Olutravintola Teerenpeli,14.0,36.0,6.738888888888888,Bourbon Barrel Aged Imperial Stout,Pyynikin Käsityöläispanimo,13.0,Siperia Imperial Stout,Panimoravintola Plevna Koskipanimo,3.9400000000000013,Siperia Imperial Stout,Panimoravintola Plevna Koskipanimo,15.0,30.0,4.916666666666667,Diamond Paasbier (Finnish),Diamond Beer Brewing Company,5.8,Höpken Pils,Suomenlinnan Panimo Sveaborgs Bryggeri,3.3162499999999997,Kukko Pils III,Laitilan Wirvoitusjuomatehdas,14.0,31.0,6.267741935483872,American Imperial Porter,Stadin Panimo,9.5,Sinebrychoff Porter,Oy Sinebrychoff Ab,4.156100342075265,Sinebrychoff Porter,Oy Sinebrychoff Ab,875.0,10.0,5.32,Bryggeri Rosé,Bryggeri Helsinki,8.8,Bryggeri Rosé,Bryggeri Helsinki,3.0833333333333335,Hanihannu,Olutravintola Teerenpeli,3.0,6.0,6.216666666666666,Black Imperial Rye,Mallaskosken Panimo,11.4,Black Imperial Rye,Mallaskosken Panimo,3.15,Diamond Red Neck,Diamond Beer Brewing Company,3.0,18.0,4.961111111111111,Two Broken Ribs,Pyynikin Käsityöläispanimo,8.0,Ruosniemen Sihteeri,Ruosniemen Panimo,3.2,Stallhagen Dark Honey,Stallhagens Bryggeri Ab,3.0,8.0,5.9125,Teerenpeli Julmajuho,Olutravintola Teerenpeli,7.7,Prykmestar Savu,Vakka-Suomen Panimo,3.4572727272727275,Prykmestar Savu,Vakka-Suomen Panimo,9.0,6.0,9.85,Hiisi Loviatar,Panimo Hiisi,10.5,Malmgård Barley Wine,Malmgårdin Panimo,3.3425000000000002,American Barley Wine,Stadin Panimo,6.0
NL,3400.0,7.532417647058823,Start The Future,Brouwerij 't Koelschip,60.0,Hel & Verdoemenis - Bourbon BA,Brouwerij De Molen,4.3224404761904776,Heineken Lager Beer,Heineken Nederland B.V.,5302.0,416.0,6.80228365384615,Old Enough To Drink,Brouwerij het Uiltje,21.0,Big Fat Double 5 IPA,Brouwerij het Uiltje,3.980384615384615,Newcastle Winter IPA,Heineken Nederland B.V.,353.0,206.0,5.988106796116504,Oranjeboom Mega Strong,Oranjeboom Bierbrouwerij B. V.,16.0,Christoffel Nobel,Bierbrouwerij Sint Christoffel B.V,3.6678688524590157,Heineken Lager Beer,Heineken Nederland B.V.,5302.0,822.0,6.604987834549877,1y Anniversary,Brouwerij het Uiltje,13.4,De Molen / Närke Goths & Vandals,Brouwerij De Molen,4.006153846153848,Newcastle Brown Ale,Heineken Nederland B.V.,5247.0,516.0,10.191375968992247,XXV,Bierbrouwerij Grand-Café Emelisse,25.0,Hel & Verdoemenis - Bourbon BA,Brouwerij De Molen,4.3224404761904776,Hel & Verdoemenis,Brouwerij De Molen,660.0,55.0,5.220000000000001,Jopen / Kees - Collaboration Brew 1: Imperial Pilsener,Jopen Bier BV Haarlem,7.8,Christoffel Bier,Bierbrouwerij Sint Christoffel B.V,3.8156852791878175,Christoffel Bier,Bierbrouwerij Sint Christoffel B.V,195.0,146.0,8.137671232876713,Tsarina Esra B.A. Eisbock,Brouwerij De Molen,18.6,Tsarina Esra,Brouwerij De Molen,4.167937219730942,Tsarina Esra,Brouwerij De Molen,221.0,50.0,4.6822,Berkenbier Tripel.,De 3 Horne Bierbrouwerij,8.8,Raspberry Tart,Oersoep,3.849,Amstel Radler,Amstel Brouwerij B. V.,92.0,18.0,8.983333333333333,Don't TRYE This @home - Old Forrester Bourbon BA,Jopen Bier BV Haarlem,14.2,Jacobus RPA,Jopen Bier BV Haarlem,3.723174603174604,Jacobus RPA,Jopen Bier BV Haarlem,61.0,43.0,6.732558139534885,Most Wonderful Time For A Beer,Brouwerij het Uiltje,10.0,Jopen Koyt,Jopen Bier BV Haarlem,3.909632352941177,Jopen Koyt,Jopen Bier BV Haarlem,134.0,45.0,7.268888888888891,Rook & Leer BA,Brouwerij De Molen,11.5,Rook & Leer BA,Brouwerij De Molen,4.186842105263158,"Bloed, Zweet & Tranen",Brouwerij De Molen,137.0,151.0,11.59139072847682,Barley Wine Reserva,Brouwerij Kees,18.0,Mooi & Machtig - Cognac BA,Brouwerij De Molen,4.291111111111111,Bommen & Granaten,Brouwerij De Molen,230.0
